Paper Title: Body area networks: A survey
13,Betweenness centrality based connectivity aware routing algorithm for prolonging network lifetime in wireless sensor networks,24
14,A hybrid beaconless geographic routing for different packets in WSN,7
15,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
16,HSDA: hybrid communication for secure data aggregation in wireless sensor network,11
17,NODIC: a novel distributed clustering routing protocol in WSNs by using a time-sharing approach for CH election,6
18,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
19,Evolving intuitionistic fuzzy priority classifier with bio-inspiration based scheduling scheme for WiMAX in vehicular ad-hoc networks,1
20,Adaptation of a routing algorithm in wireless video sensor network for disaster scenarios using JPEG 2000,0
21,"Data prediction, compression, and recovery in clustered wireless sensor networks for environmental monitoring applications",1
22,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,8
23,"An architecture for (m, k)-firm real-time streams in wireless sensor networks",21
24,LEACH-MAC: a new cluster head selection algorithm for Wireless Sensor Networks,22
25,An overview of performance trade-off mechanisms in routing protocol for green wireless sensor networks,7
26,Artificial intelligence based cognitive routing for cognitive radio networks,0
27,A new clustering routing method based on PECE for WSN,1
28,A multi-hop cross layer decision based routing for VANETs,12
29,A priority-based CCA threshold adjusting method for EWM dissemination in vehicular ad-hoc networks,15
30,Periodicity-and-linear-based data suppression mechanism for WSN,No PDF Found
31,EE-LEACH: development of energy-efficient LEACH Protocol for data gathering in WSN,9
32,Energy Efficient Sensor Activation for Water Distribution Networks Based on Compressive Sensing,6
33,Coordinated movement of multiple mobile sinks in a wireless sensor network for improved lifetime,12
34,Bridging the gap among actor–sensor–actor communication through load balancing multi-path routing,6
35,B-spline inspired multivariate grey model for short-term time series forecasting,No PDF Found
36,Robustness analysis for node multilateration localization in wireless sensor networks,8
37,A beacon transmission power control algorithm based on wireless channel load forecasting in VANETs,No PDF Found
38,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
39,Balancing energy consumption with hybrid clustering and routing strategy in wireless sensor networks,4
40,Adaptive data gathering in mobile sensor networks using speedy mobile elements,5
,Total,266
"
"
Paper Title: Linguistic models and linguistic modeling
Citing Paper Number,Paper Title,Over-cite Count
1,A hybrid approach to the sentiment analysis problem at the sentence level,1
2,Sifter: an approach for robust fuzzy rule set discovery,0
3,An Interpretable Logical Theory: The case of Compensatory Fuzzy Logic,No PDF Found
4,Towards an EEG-based brain-computer interface for online robot control,4
5,A hybrid fuzzy morphology and connected components labeling methods for vehicle detection and counting system,No PDF Found
6,"A survey of fuzzy systems software: Taxonomy, current research trends, and prospects",9
7,A design of incremental granular model using context-based interval type-2 fuzzy c-means clustering algorithm,No PDF Found
8,An Incremental Radial Basis Function Network Based on Information Granules and Its Application,No PDF Found
9,Linguistic descriptors in face recognition: A literature survey and the perspectives of future development,No PDF Found
10,Knowledge discovery and modeling based on conditional fuzzy clustering with interval Type-2 fuzzy,No PDF Found
11,Human centricity and information granularity in the agenda of theories and applications of soft computing,4
12,"Granular fuzzy models: Analysis, design, and evaluation",0
13,Linguistic Modeling of Pressure Signal in Compressor and Application in Aerodynamic Instability Prediction,No PDF Found
14,A numerical two-scale model of multi-granularity linguistic variables and it's application to group decision making,1
15,From principal curves to granular principal curves,0
16,Granular computing: Perspectives and challenges,4
17,Grid-based general type-2 fuzzy logic systems based on GPU computing,1
18,A Best-Match Forecasting Model for High-Order Fuzzy Time Series,No PDF Found
19,Revenue forecasting using a least-squares support vector regression model in a fuzzy environment,0
20,A gird-based fuzzy cluster approach,0
21,A genetic design of linguistic terms for fuzzy rule based classifiers,1
22,A design of genetically optimized linguistic models,No PDF Found
23,A tabu search algorithm for routing optimization in mobile ad-hoc networks,5
24,Tacit knowledge sharing result evaluation based on improved AHP,No PDF Found
25,Enabling fast brain-computer interaction by single-trial extraction of visual evoked potentials,3
26,Microcontroller based jet nebulizer design with ANFIS compessor control for domiciliary use,No PDF Found
27,A development of cascade granular neural networks,No PDF Found
28,The effect and strategy research of the secure E-commerce by the application of P2P,3
29,Granular models: Design insights and development practices,No PDF Found
30,A design of genetically oriented linguistic model with the aid of fuzzy granulation,No PDF Found
31,An incremental granular network for data modeling in software engineering,No PDF Found
32,Water quality prediction in a reservoir: Linguistic model approach for interval prediction,1
33,Development of quantum-based adaptive neuro-fuzzy networks,1
34,A fuzzy clustering approach using reward and penalty functions,No PDF Found
35,Fuzzy rules generation using conditional clustering,No PDF Found
36,Combining global model and local adaptive neuro-fuzzy network,No PDF Found
37,A fuzzy approach for measuring the semantic similarity between words in WordNet,No PDF Found
38,Recent developments in granular computing: A bibliometrics study,No PDF Found
39,Genetically optimized linguistic models,No PDF Found
40,An incremental adaptive neuro-fuzzy networks,No PDF Found
,Total,38
"
"
Paper Title: Novel overlay/underlay cognitive radio waveforms using SD-SMSE framework to enhance spectrum efficiency-part I: Theoretical framework and analysis in AWGN channel
Citing Paper Number,Paper Title,Over-cite Count
1,Interference-aware high-throughput channel allocation mechanism for CR-VANETs,7
2,A novel dynamic spectrum access framework based on reinforcement learning for cognitive radio sensor networks,0
3,A New Method of Generating Spectral Nulls at the Transmitter in Cognitive Radio,0
4,Assessment of the peak-to-average power ratio in different channel organization strategies,3
5,Hybrid Overlay/Underlay cognitive radio network with MC-CDMA,0
6,Mixed signal detection and carrier frequency estimation based on spectral coherent features,No PDF Found
7,A CCFD self-interference channel estimation algorithm with variable window,No PDF Found
8,A comprehensive framework to evaluate the utilization of spectrum resource,No PDF Found
9,Consequence of PAPR reduction in OFDM system on spectrum and energy efficiencies using modified PTS algorithm,No PDF Found
10,Frequency-domain oversampling for cognitive CDMA systems: Enabling robust and massive multiple access for internet of things,0
11,Cross-layer optimization with MIPv6-based multiple mobile routers for cognitive networks,0
12,Mixed signal detection and symbol rate estimation based on spectral coherent features,No PDF Found
13,DCRP: a scalable path selection and forwarding scheme for IEEE 802.11s wireless mesh networks,0
14,Dynamic Spectrum Access Algorithm Based on Game Theory in Cognitive Radio Networks,12
15,Multiuser chaos communication through polyphase spreading for overlay cognitive radio,No PDF Found
16,Joint compressed spectrum detection and primary user localization in cognitive radio networks,No PDF Found
17,Increased Spectrum Access Opportunities for Secondary Users Exploiting Adaptive Modulation in Primary Links,0
18,Channel allocation based on content characteristics for video transmission in time-domain-based multichannel cognitive radio networks,No PDF Found
19,Effective capacity and delay optimization in cognitive radio networks,No PDF Found
20,Multiple description video coding for underlay cognitive radio network,No PDF Found
21,Joint sensing and power allocation for hybrid spectrum sharing in fading channels,0
22,Joint resource allocation with interference constraint for cognitive multi-hop wireless networks,No PDF Found
23,A unified spectrum sensing and throughput analysis model in cognitive radio networks,1
24,An adaptive cooperative strategy for underlay MIMO cognitive radio networks: An opportunistic and low-complexity approach,No PDF Found
25,Evolution and future trends of research in cognitive radio: a contemporary survey,1
26,Partially overlapping tones for uncoordinated networks,4
27,Synergy routing and dynamic spectrum allocation in multi-hop cognitive radio networks,No PDF Found
28,Spectrally encoded code-division multiple access for cognitive radio networks,No PDF Found
29,Novel spreading codes for multicarrier code division multiple access based cognitive radio networks with sidelobe suppression,1
30,Spectrum sensing model and throughput analysis in a distributed cognitive radio network,No PDF Found
31,Scalable video streaming over TV white spaces using Cognitive Radio technology,No PDF Found
32,Mixed signal detection based on second-order cyclostationary features,No PDF Found
33,Capacity maximisation of the secondary link in cognitive radio networks with hybrid spectrum access strategy,No PDF Found
34,Optimal location of the secondary base station for broadcasting cognitive radio networks with spectrum underlay,0
35,Impact of RF self-interference cancellation errors on OFDM based on CCFD system in multipath Rayleigh fading channel,No PDF Found
36,On the modulation and signalling design for a transform domain communication system,No PDF Found
37,Hybrid overload MC-CDMA for Cognitive Radio networks,No PDF Found
38,Software defined radio laboratory platform for enhancing undergraduate communication and networking curricula,No PDF Found
39,Modelling of routing and spectrum handoff in CR-MANETs,6
40,Spectrum sharing in cognitive radio prop up the minimum transmission power and Maxi-Min SINR stratagem,No PDF Found
,Total,35
"
"
Paper Title: Algorithm design for data communications in duty-cycled wireless sensor networks: A survey
Citing Paper Number,Paper Title,Over-cite Count
1,Analysis of flip ambiguity for robust three-dimensional node localization in wireless sensor networks,1
2,Hybrid routing and load balancing protocol for wireless sensor network,0
3,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
4,Mobile Target Detection in Wireless Sensor Networks with Adjustable Sensing Frequency,1
5,"Estimation, filtering and fusion for networked systems with network-induced phenomena: New progress and prospects",1
6,A grid based clustering and routing algorithm for solving hot spot problem in wireless sensor networks,8
7,On MAC optimization for large-scale wireless sensor network,7
8,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
9,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,0
10,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
11,A Tabu search based routing algorithm for wireless sensor networks,0
12,Betweenness centrality based connectivity aware routing algorithm for prolonging network lifetime in wireless sensor networks,24
13,Assessment of the peak-to-average power ratio in different channel organization strategies,3
14,Light weight security protocol for communications in vehicular networks,0
15,A hybrid beaconless geographic routing for different packets in WSN,7
16,A task scheduling algorithm based on supercapacitor charge redistribution and energy harvesting for wireless sensor nodes,No PDF Found
17,Distributed power-source-aware routing in wireless sensor networks,1
18,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
19,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
20,Fuzzy logic based unequal clustering for wireless sensor networks,3
21,HSDA: hybrid communication for secure data aggregation in wireless sensor network,11
22,Contention-Based Geographic Forwarding Strategies for Wireless Sensors Networks,1
23,Optimizing routing based on congestion control for wireless sensor networks,22
24,EPTR: expected path throughput based routing protocol for wireless mesh network,26
25,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
26,Energy Management-as-a-Service over Fog Computing Platform,15
27,Constant Approximations for Beaconing Scheduling in Wireless Networks with Duty-Cycled Scenarios,1
28,Large-scale validation and benchmarking of a network of power-conservative systems using ETSI's Green Abstraction Layer,No PDF Found
29,Securing data exchange in wireless multimedia sensor networks: perspectives and challenges,0
30,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
31,Adaptation of a routing algorithm in wireless video sensor network for disaster scenarios using JPEG 2000,0
32,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,8
33,Asymmetric block design-based neighbor discovery protocol in sensor networks,6
34,Toward Improved RPL: A Congestion Avoidance Multipath Routing Protocol with Time Factor for Wireless Sensor Networks,No PDF Found
35,An efficient and secure RSA based certificateless signature scheme for wireless sensor networks,No PDF Found
36,"An architecture for (m, k)-firm real-time streams in wireless sensor networks",21
37,LEACH-MAC: a new cluster head selection algorithm for Wireless Sensor Networks,22
38,An overview of performance trade-off mechanisms in routing protocol for green wireless sensor networks,7
39,An improved multipath MANET routing using link estimation and swarm intelligence,0
40,Proportional throughput differentiationwith cognitive load-control on WSN channels,12
,Total,262
"
"
Paper Title: On the partially overlapped channel assignment on wireless mesh network backbone: A game theoretic approach
Citing Paper Number,Paper Title,Over-cite Count
1,A method of assessment of LTE coverage holes,6
2,Minimum node degree of k-connected vehicular ad hoc networks in highway scenarios,4
3,Mobility-based routing algorithm in delay tolerant networks,0
4,Modeling packet loss probability and busy time in multi-hop wireless networks,8
5,Way-Point Multicast Routing Framework for improving QoS in hybrid wireless mesh networks,3
6,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
7,Multipath routing in mobile ad hoc network with probabilistic splitting of traffic,0
8,Oblivious routing in wireless mesh networks,18
9,Joint scheduling and routing using space–time graphs for TDM wireless mesh networks,3
10,Hybrid QoS based routing protocol for inter and intra wireless mesh infrastructure communications,8
11,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,22
12,Calculation and simulation of transient optimal voltage output point in wireless sensor networks,3
13,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
14,5G mobile terminals with advanced QoS-based user-centric aggregation (AQUA) for heterogeneous wireless and mobile networks,0
15,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
16,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
17,Assessment of the peak-to-average power ratio in different channel organization strategies,3
18,Resource Allocation with Partially Overlapping Filtered Multitone in Cognitive Heterogeneous Networks,1
19,Optimized interference aware joint channel assignment model for wireless mesh network,0
20,CADMA: collision-avoidance directional medium access for vehicular ad hoc networks,0
21,HierHybNET: Cut-set upper bound of ad hoc networks with cost-effective infrastructure,8
22,Load balancing maximal minimal nodal residual energy ad hoc on-demand multipath distance vector routing protocol (LBMMRE-AOMDV),5
23,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
24,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
25,Partially overlapped channels- and flow-based end-to-end channel assignment for multi-radio multi-channel wireless mesh networks,No PDF Found
26,Fuzzy logic based unequal clustering for wireless sensor networks,3
27,EPTR: expected path throughput based routing protocol for wireless mesh network,26
28,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
29,A two-stage game theoretical approach for interference mitigation in Body-to-Body Networks,1
30,Evolving intuitionistic fuzzy priority classifier with bio-inspiration based scheduling scheme for WiMAX in vehicular ad-hoc networks,1
31,A cooperative forwarding scheme for social preference-based selfishness in mobile social networks,27
32,A new congestion avoidance and mitigation mechanism based on traffic assignment factor and transit routing in MANET,No PDF Found
33,Exploiting Overlapped Bands for Efficient Broadcast in Multi-channel Wireless Networks,0
34,Bayesian Coalition Negotiation Game as a Utility for Secure Energy Management in a Vehicles-to-Grid Environment,4
35,Game theory based spectrum dynamic management,No PDF Found
36,Joint channel assignment and routing in multiradio multichannel wireless mesh networks: Design considerations and approaches,No PDF Found
37,An overview of performance trade-off mechanisms in routing protocol for green wireless sensor networks,7
38,Channel Assignment Techniques for Multi-Radio Wireless Mesh Networks: A Survey,2
39,Artificial intelligence based cognitive routing for cognitive radio networks,0
40,Adaptive load-based and channel-aware power saving for non-real-time traffic in LTE,10
,Total,224
"
"
Paper Title: Joint forensics-scheduling strategy for delay-sensitive multimedia applications over heterogeneous networks
Citing Paper Number,Paper Title,Over-cite Count
1,Minimum node degree of k-connected vehicular ad hoc networks in highway scenarios,4
2,Shielding video streaming against packet losses over VANETs,3
3,Joint scheduling and routing using space–time graphs for TDM wireless mesh networks,3
4,Towards a QoE-driven mechanism for improved H.265 video delivery,No PDF Found
5,Towards collusion-attack-resilient group key management using one-way function tree,0
6,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
7,QoE in video streaming over wireless networks: perspectives and research challenges,11
8,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
9,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
10,Securing data exchange in wireless multimedia sensor networks: perspectives and challenges,0
11,A cooperative forwarding scheme for social preference-based selfishness in mobile social networks,27
12,Modelling of P2P-Based Video Sharing Performance for Content-Oriented Community-Based VoD Systems in Wireless Mobile Networks,No PDF Found
13,A robust method for estimating synchronization and delay of audio and video for communication services,3
14,Interaction-Aware Video Community-Based Content Delivery in Wireless Mobile Networks,No PDF Found
15,An efficient and secure authentication and key agreement scheme for session initiation protocol using ECC,1
16,Network coding techniques for VANET advertising applications,4
17,A unified approach for detecting and eliminating selfish nodes in MANETs using TBUT,20
18,A beacon transmission power control algorithm based on wireless channel load forecasting in VANETs,No PDF Found
19,A new method of subway tunnel crack image compression based on roi and motion estimation,No PDF Found
20,Algorithm to detect the crack in the tunnel based on the image processing,No PDF Found
21,Defending jamming attack in wide-area monitoring system for smart grid,1
22,Analytical and comparative investigation of 60 GHz wireless channels,1
23,An efficient safety confirmation method using image database in multiple-MDRU-based disaster recovery network,1
24,A single round-trip SIP authentication scheme for Voice over Internet Protocol using smart card,1
25,QoE-oriented rate allocation for multipath high-definition video streaming over heterogeneous wireless access networks,1
26,A sequence number based bait detection scheme to thwart grayhole attack in mobile ad hoc networks,15
27,Upper bounds for the min–max and min–sum cost online problems in wireless ad hoc networks,3
28,Adaptive message forwarding for avoiding broadcast storm and guaranteeing delay in active safe driving VANET,14
29,Performance analysis of V2V dynamic anchor position-based routing protocols,18
30,Minimum average relative load for online routing,16
31,Towards sensitive link quality prediction in ad hoc routing protocol based on grey theory,13
32,Cooperative and competitive effect in heterogeneous networks of healthcare system,No PDF Found
33,A study on the distributed antenna based heterogeneous cognitive wireless network synchronous MAC protocol,No PDF Found
34,A novel energy-efficiency social-inspired video sharing solution in wireless networks,No PDF Found
35,Improved joint radio resource management usage grey fuzzy control in heterogeneous wireless networks,No PDF Found
36,Security-quality aware routing for wireless multimedia sensor networks using secret sharing,No PDF Found
37,Beyond multimedia adaptation: Quality of experience-aware multi-sensorial media delivery,1
38,A complete security framework for wireless sensor networks: Theory and practice,No PDF Found
39,A fair scheduler using cloud computing for digital TV program recommendation system,2
40,High security self-encoded spread spectrum watermarking using genetic algorithms,1
,Total,197
"
"
Paper Title: A survey on service-oriented network virtualization toward convergence of networking and cloud computing
Citing Paper Number,Paper Title,Over-cite Count
1,A survey on service function chaining,No PDF Found
2,Cyber-physical systems clouds: A survey,No PDF Found
3,Optimal planning of virtual content delivery networks under uncertain traffic demands,1
4,Software-defined network virtualization: An architectural framework for integrating SDN and NFV for service provisioning in future networks,No PDF Found
5,A process-mining-based scenarios generation method for SOA application development,0
6,5G Exchange for inter-domain resource sharing,No PDF Found
7,A survey on transition from GMPLS control plane for optical multilayer networks to SDN control plane,No PDF Found
8,Resource trading in cloud environments for utility maximisation using game theoretic modelling approach,No PDF Found
9,QoE in video streaming over wireless networks: perspectives and research challenges,11
10,SDN controller for network-aware adaptive orchestration in dynamic service chaining,No PDF Found
11,PGTrust: a decentralized free-riding prevention model for DG systems,13
12,A service-oriented approach for dynamic chaining of virtual network functions over multi-provider software-defined networks,1
13,PSSRC: A web service registration cloud based on structured P2P and semantics,No PDF Found
14,Energy Management-as-a-Service over Fog Computing Platform,15
15,A self-adaptive multi-view framework for multi-source information service in cloud ITS,1
16,Adaptive interface selection over cloud-based split-layer video streaming via multi-wireless networks,3
17,5G-Enabled Tactile Internet,1
18,QoS-aware service composition in mobile cloud networks,No PDF Found
19,Enabling high performance cloud computing using zero touch provisioning,No PDF Found
20,A constraint satisfaction method for configuring non-local service interfaces,No PDF Found
21,Toward an architectural model for highly-dynamic multi-tenant multi-service cloud-oriented platforms,No PDF Found
22,Federated selection of network and cloud services for high-performance software-defined cloud computing,No PDF Found
23,A Game for Energy-Aware Allocation of Virtualized Network Functions,No PDF Found
24,Review and analysis of networking challenges in cloud computing,1
25,Survey on network virtualization hypervisors for software defined networking,2
26,Toward a completely softwareized optical network,1
27,An open virtual multi-services networking architecture for the future internet,No PDF Found
28,Toward network function virtualization for cognitive wireless mesh networks: a TCP case study,4
29,A framework of knowledge management as a service over cloud computing platform,No PDF Found
30,Performance-based network service selection in software-defined inter-cloud environments,No PDF Found
31,Formalizing over Design and under Design of Value Engineering for Context-Aware Cloud Service Development,No PDF Found
32,On selecting composite network-Cloud services: A quality-of-service based approach,No PDF Found
33,An efficient multimedia transmission control methodology based on NFV,No PDF Found
34,A survey on foundation for future generation internet through network virtualization,No PDF Found
35,"Resource-aware virtualization for industrial networks: A novel architecture combining resource management, policy control and network virtualization for networks in automation or supervisory control and data acquisition networks",No PDF Found
36,MILP-Based Approach for Efficient Cloud IaaS Resource Allocation,No PDF Found
37,Virtual resource allocation for wireless virtualization networks using market equilibrium theory,1
38,Service-centric networking,No PDF Found
39,Joint VM placement and topology optimization for traffic scalability in dynamic datacenter networks,1
40,"Securing software defined networks: Taxonomy, requirements, and open issues",1
,Total,57
"
"
Paper Title: ReTrust: Attack-resistant and lightweight trust management for medical sensor networks
Citing Paper Number,Paper Title,Over-cite Count
1,Performance analysis of multiplexing and error control scheme for body area networks,9
2,Mobility management for IoT: a survey,19
3,Trust and Location-Aware Routing Protocol for Wireless Sensor Networks,No PDF Found
4,ActiveTrust: Secure and Trustable Routing in Wireless Sensor Networks,2
5,Two Schemes of Privacy-Preserving Trust Evaluation,3
6,Efficient and robust user authentication scheme that achieve user anonymity with a Markov chain,No PDF Found
7,Admission Control over Internet of Vehicles Attached with Medical Sensors for Ubiquitous Healthcare Applications,2
8,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,0
9,Game theory meets wireless sensor networks security requirements and threats mitigation: A survey,2
10,A Risk-Aware Reputation-Based Trust Management in Wireless Sensor Networks,1
11,A Task-Oriented Framework for Networked Wearable Computing,No PDF Found
12,Cross-layer based multiclass intrusion detection system for secure multicast communication of MANET in military networks,0
13,Secure authentication for remote patient monitoring withwireless medical sensor networks,11
14,Vehicle authentication via monolithically certified public key and attributes,27
15,Cost-effective encryption-based autonomous routing protocol for efficient and securewireless sensor networks,4
16,Scrutiny of unruly and abuse in wireless networks to mitigate physical layer threats using discriminate based misbehavior prevention,0
17,Securing data exchange in wireless multimedia sensor networks: perspectives and challenges,0
18,A collaborative secure localization algorithm based on trust model in underwater wireless sensor networks,1
19,Optimal Network QoS over the Internet of Vehicles for E-Health Applications,No PDF Found
20,An efficient and secure RSA based certificateless signature scheme for wireless sensor networks,No PDF Found
21,"An architecture for (m, k)-firm real-time streams in wireless sensor networks",21
22,LEACH-MAC: a new cluster head selection algorithm for Wireless Sensor Networks,22
23,Self soft fault detection based routing protocol for vehicular ad hoc network in city environment,21
24,An efficient next hop selection algorithm for multi-hop body area networks,No PDF Found
25,A futuristic trust coefficient-based semi-Markov prediction model for mitigating selfish nodes in MANETs,0
26,A new clustering routing method based on PECE for WSN,1
27,A unified approach for detecting and eliminating selfish nodes in MANETs using TBUT,20
28,An Attack-Resistant Trust Model Based on Multidimensional Trust Metrics in Underwater Acoustic Sensor Network,1
29,A survey on lightweight block ciphers for low-resource devices: Comparative study and open issues,0
30,A Trust Assessment mechanism for Ubiquitous Healthcare environment employing cloud theory,No PDF Found
31,Automatic fall detection system based on the combined use of a smartphone and a smartwatch,No PDF Found
32,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
33,Variable-rate transmission method with coordinator election for wireless body area networks,15
34,A security routing model based on trust for medical sensor networks,No PDF Found
35,A reliable trust management scheme in wireless sensor networks,No PDF Found
36,Design of a portable 7-lead ECG monitoring system with low power front-end filtering circuit,No PDF Found
37,Internet of vehicles for e-health applications: A potential game for optimal network capacity,1
38,A sequence number based bait detection scheme to thwart grayhole attack in mobile ad hoc networks,15
39,QoE-based optimal resource allocation in wireless healthcare networks: opportunities and challenges,11
40,A new delay jitter smoothing algorithm based on Pareto distribution in Cyber-Physical Systems,9
,Total,220
"
"
Paper Title: Nodes organization for channel assignment with topology preservation in multi-radio wireless mesh networks
Citing Paper Number,Paper Title,Over-cite Count
1,A MAC protocol with an improved connectivity for cognitive radio networks,7
2,Mobility management for IoT: a survey,19
3,A security and trust framework for virtualized networks and software-defined networking,No PDF Found
4,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
5,Review of channel assignment approaches in multi-radio multi-channel wireless mesh network,1
6,Numerical scheduling method for network congestion based on multi-objective resolution optimization,No PDF Found
7,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
8,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,0
9,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
10,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
11,A Tabu search based routing algorithm for wireless sensor networks,0
12,Betweenness centrality based connectivity aware routing algorithm for prolonging network lifetime in wireless sensor networks,24
13,A hybrid beaconless geographic routing for different packets in WSN,7
14,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,3
15,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
16,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
17,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
18,Beacon-based channel assignment and jammer mitigation for MANETs with multiple interfaces and multiple channels,1
19,Evolving intuitionistic fuzzy priority classifier with bio-inspiration based scheduling scheme for WiMAX in vehicular ad-hoc networks,1
20,A cooperative forwarding scheme for social preference-based selfishness in mobile social networks,27
21,Adaptation of a routing algorithm in wireless video sensor network for disaster scenarios using JPEG 2000,0
22,On-demand carrier sense and hidden node interference-aware channel reservation scheme for common traffic in wireless mesh network,No PDF Found
23,Interaural time difference discrimination as a function of frequency and time differences,No PDF Found
24,An optimized prioritized load balancing approach to scalable routing (OPLBA),0
25,LEACH-MAC: a new cluster head selection algorithm for Wireless Sensor Networks,22
26,A cross-layer approach for multi-layer multicast routing in multi-channel multi-radio wireless mesh networks,No PDF Found
27,An overview of performance trade-off mechanisms in routing protocol for green wireless sensor networks,7
28,Channel Assignment Techniques for Multi-Radio Wireless Mesh Networks: A Survey,2
29,A new clustering routing method based on PECE for WSN,1
30,An improved multipath MANET routing using link estimation and swarm intelligence,0
31,An efficient traffic regulation mechanism for distributed networks,11
32,A multi-hop cross layer decision based routing for VANETs,12
33,A restricted flooding mechanism for efficient anycast server localization in MANETs,1
34,A priority-based CCA threshold adjusting method for EWM dissemination in vehicular ad-hoc networks,15
35,A unified approach for detecting and eliminating selfish nodes in MANETs using TBUT,20
36,A Weighted Semi-Distributed Routing Algorithm for LEO satellite networks,6
37,Robustness analysis for node multilateration localization in wireless sensor networks,8
38,Variable-rate transmission method with coordinator election for wireless body area networks,15
39,Collaborative-Learning-Automata-Based Channel Assignment with Topology Preservation for Wireless Mesh Networks under QoS Constraints,6
40,Joint topology control and routing for multi-radio multi-channel WMNs under SINR model using bio-inspired techniques,0
,Total,267
"
"
Paper Title: CodePipe: An opportunistic feeding and routing protocol for reliable multicast with pipelined network coding
Citing Paper Number,Paper Title,Over-cite Count
1,Resource-aware task scheduling by an adversarial bandit solver method in wireless sensor networks,8
2,An optimized aggregate marker algorithm for bandwidth fairness improvement in classifying traffic networks,13
3,QoS enhancement in MANETs using priority aware mechanism in DSR protocol,0
4,Limited area broadcast for warning message delivery over vehicular ad-hoc networks,4
5,Way-Point Multicast Routing Framework for improving QoS in hybrid wireless mesh networks,3
6,Multipath routing in mobile ad hoc network with probabilistic splitting of traffic,0
7,Capacity of large hybrid erasure networks with random node distribution,16
8,A social overlay-based forwarding scheme for mobile social networks,20
9,Joint scheduling and routing using space–time graphs for TDM wireless mesh networks,3
10,Hybrid QoS based routing protocol for inter and intra wireless mesh infrastructure communications,8
11,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,22
12,Delivery time reduction for order-constrained applications using binary network codes,2
13,A QoE centric distributed caching approach for vehicular video streaming in cellular networks,8
14,Network coding for hop-by-hop communication enhancement in multi-hop networks,1
15,Design and operation of energy efficient heterogeneous mobile networks,0
16,A power quality online monitoring system oriented ZigBee routing optimization strategy,2
17,"Cooperative content delivery exploiting multiple wireless interfaces: methods, new technological developments, open research issues and a case study",0
18,SEAD: A simple and efficient adaptive data dissemination protocol in vehicular ad-hoc networks,1
19,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
20,Priority based efficient data scheduling technique for VANETs,11
21,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
22,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
23,QoE in video streaming over wireless networks: perspectives and research challenges,11
24,A hybrid beaconless geographic routing for different packets in WSN,7
25,HierHybNET: Cut-set upper bound of ad hoc networks with cost-effective infrastructure,8
26,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,3
27,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
28,EPTR: expected path throughput based routing protocol for wireless mesh network,26
